CMDLINE /usr/bin/python cli.py train simple
MEM 0.003906 1645127659.5092
MEM 25.621094 1645127659.6093
MEM 37.125000 1645127659.7096
MEM 103.160156 1645127659.8098
MEM 195.039062 1645127659.9100
MEM 219.820312 1645127660.0101
MEM 240.230469 1645127660.1103
MEM 257.136719 1645127660.2106
MEM 268.992188 1645127660.3108
MEM 290.265625 1645127660.4110
MEM 303.671875 1645127660.5112
MEM 314.976562 1645127660.6114
MEM 327.757812 1645127660.7117
MEM 338.070312 1645127660.8119
MEM 352.644531 1645127660.9121
MEM 448.050781 1645127661.0123
MEM 552.003906 1645127661.1125
MEM 759.421875 1645127661.2128
MEM 936.824219 1645127661.3130
MEM 1271.148438 1645127661.4132
MEM 1607.734375 1645127661.5134
MEM 1618.617188 1645127661.6137
MEM 1618.875000 1645127661.7139
MEM 1620.468750 1645127661.8141
MEM 1622.015625 1645127661.9143
MEM 1622.015625 1645127662.0146
MEM 1624.570312 1645127662.1148
MEM 1640.511719 1645127662.2149
MEM 1642.066406 1645127662.3152
MEM 1642.324219 1645127662.4154
MEM 1645.007812 1645127662.5156
MEM 1650.796875 1645127662.6158
MEM 1734.648438 1645127662.7162
MEM 1920.949219 1645127662.8164
MEM 2143.039062 1645127662.9166
MEM 2348.843750 1645127663.0169
MEM 2556.210938 1645127663.1171
MEM 2749.058594 1645127663.2173
MEM 2921.433594 1645127663.3176
MEM 3082.636719 1645127663.4178
MEM 3272.128906 1645127663.5180
MEM 3451.472656 1645127663.6183
MEM 3643.792969 1645127663.7185
MEM 3814.968750 1645127663.8187
MEM 3978.019531 1645127663.9190
MEM 4171.625000 1645127664.0192
MEM 4270.394531 1645127664.1194
MEM 4295.406250 1645127664.2197
MEM 4461.316406 1645127664.3199
MEM 4467.800781 1645127664.4202
MEM 4468.832031 1645127664.5205
MEM 4470.144531 1645127664.6208
MEM 4477.867188 1645127664.7211
MEM 4478.695312 1645127664.8213
MEM 4478.695312 1645127664.9215
MEM 4478.695312 1645127665.0218
MEM 4479.257812 1645127665.1220
MEM 4479.257812 1645127665.2222
MEM 4480.269531 1645127665.3225
MEM 4481.289062 1645127665.4228
MEM 4487.382812 1645127665.5231
MEM 4490.699219 1645127665.6234
MEM 4491.832031 1645127665.7237
MEM 4492.601562 1645127665.8240
MEM 4498.785156 1645127665.9243
MEM 4502.128906 1645127666.0246
MEM 4503.675781 1645127666.1249
MEM 4512.691406 1645127666.2252
MEM 4517.847656 1645127666.3254
MEM 4520.683594 1645127666.4257
MEM 4523.777344 1645127666.5261
MEM 4524.550781 1645127666.6264
MEM 4528.160156 1645127666.7267
MEM 4531.511719 1645127666.8270
